Highest Education Level,Total Hours Worked,Electoral Division,"Agriculture, Forestry and Fishing (A) (%)",Construction (F) (%),"Financial, Real Estate, Administrative and Services (K,L,N,S) (%)","ICT, Scientific and Recreation (J,M,R) (%)","Industry (B,C,D,E) (%)","Public Service, Education and Health (O,P,Q) (%)","Wholesale, Transport and Accomodation (G,H,I) (%)",% Receiving SW,% Pension is Majority,Income per commuter for <30mins,Income per commuter for >30mins,Household Income
154,856,"067 Oldcastle, Co. Meath",5.5,5.4,10.1,7.3,31.8,18.0,21.8,18.4,15.6,22936,35179,35443
11,94,"068 Stonefield, Co. Meath",18.7,7.8,12.5,10.5,15.3,14.4,20.8,9.2,18.4,23637,34429,45173
57,335,"069 Ardnamullan, Co. Meath",4.7,9.6,14.9,10,14,24.4,22.5,15.5,14.7,26130,36341,42481
166,"1,029","070 Baile Átha Buí, Co. Meath",2.6,8.7,13.5,11.3,17.8,27.4,18.7,15.8,14.2,23310,35965,39575
24,215,"071 Ballyboggan, Co. Meath",10.9,11.3,15.4,7.7,15,23.0,16.6,11.9,11.3,24607,38021,50603
57,329,"072 Ballyconnell, Co. Meath",7.2,13.1,14.3,10.3,10.9,26.2,18.0,6.9,13.8,26354,40715,55876
18,160,"073 Castlejordan, Co. Meath",10.2,10.9,13.6,4.2,21.3,18.6,21.2,20.9,13.4,23916,34411,42429
162,907,"074 Castlerickard, Co. Meath",2.6,9.9,13.6,13.6,12.6,26.0,21.8,7,7,26010,40535,57482
47,198,"075 Cloghbrack, Co. Meath",10.4,10.4,13.1,7.7,13.1,29.0,16.4,14.5,18.2,25695,36749,47245
19,208,"076 Clonmacduff, Co. Meath",4.4,12.7,6.9,8.6,18.2,28.6,20.6,2.1,14.6,32580,39326,66102
81,444,"077 Gallow, Co. Meath",7.9,13.3,15.9,19.1,4.5,24.9,14.4,2.9,13.1,32175,38448,61129
65,327,"078 Galtrim, Co. Meath",9.3,7.5,12.8,14.8,8.2,32.9,14.5,4.7,11.4,29489,42402,62090
83,535,"079 Grennanstown, Co. Meath",5.7,8.8,10.7,12.5,16.2,25.5,20.5,9.9,12,28187,41666,58062
38,241,"080 Hill of Down, Co. Meath",7,11,7.7,8.6,15,26.3,24.5,3,13.9,23621,35578,54088
332,"1,884","081 Innfield, Co. Meath",1.8,7.4,14.3,13.6,12.6,25.1,25.1,8.2,8,24807,43255,56562
33,214,"082 Cill Bhríde, Co. Meath",5.4,8.9,13.2,13.9,8.4,31.6,18.6,5.1,14.6,36416,47040,65729
18,151,"083 Kilcooly, Co. Meath",5.9,6.4,13.6,10.7,16.9,23.4,23.2,2.5,16.9,34936,47998,53553
86,507,"084 Kildalky, Co. Meath",4.3,8.8,13.4,13.9,14,24.5,21.0,12.1,11.4,29932,41604,51072
100,801,"085 Killaconnigan, Co. Meath",3,7,13.2,12,14.2,24.4,26.2,20.2,9,20800,35460,40246
30,218,"086 Killyon, Co. Meath",10.6,8.1,15.4,11,12.2,26.1,16.6,8,15.3,24709,37471,50021
36,274,"087 Laracor, Co. Meath",6.4,9.1,11.6,10.5,13,33.9,15.5,3.2,11.8,28460,42516,65383
36,223,"088 Rahinstown, Co. Meath",6,11.3,18.1,6.4,11.4,33.0,13.7,7.5,10.1,23332,50555,58686
107,598,"089 Rathmolyon, Co. Meath",6,8.3,14,13.5,11.5,27.6,19.1,7.9,15.1,30376,39625,50871
59,432,"090 An Ráth Mhór, Co. Meath",6.4,8.8,11.8,11.4,12.3,31.4,17.7,6.7,13.7,27335,43501,54024
91,568,"091 Summerhill, Co. Meath",3.9,7.1,19.6,15.8,10.3,25.4,18.0,15.9,9.7,24948,43234,44748
218,"1,589","001 Birr Urban, Co. Offaly",1.8,3.6,9.6,7.4,22.6,31.5,23.5,24.3,13.7,24448,38730,34479
525,"4,253","002 Tullamore Urban, Co. Offaly",0.9,3.6,9.8,8.6,16.2,42.7,18.2,24.2,12.2,26520,40125,36142
49,280,"003 Ballycumber, Co. Offaly",8,7.9,7.3,10.5,14.9,33.3,18.0,18.9,15.3,26591,38005,39836
146,736,"004 Banagher, Co. Offaly",3.6,5.8,12.7,9.3,17.8,35.1,15.7,19.5,16.5,25224,35774,36886
66,471,"005 Birr Rural, Co. Offaly",4.8,5.1,9.5,8.8,17.4,27.4,27.0,20.7,14.3,25867,36478,35695
6,59,"006 Broughal, Co. Offaly",19.9,1.7,11.9,3,19.2,31.8,12.5,11.1,20,..,..,40348
62,386,"007 Cloghan, Co. Offaly",5.5,7.1,8.9,5.9,25.7,29.4,17.6,19.5,12.6,25660,35969,40185
15,150,"008 Clonmacnoise, Co. Offaly",8.4,8.8,12.1,7,18,26.9,18.8,6.1,15.8,29809,37469,45257
24,134,"009 Derrinboy, Co. Offaly",13.9,8.5,10.9,6.4,15.5,36.2,8.6,6.2,17.5,30259,35977,51260
19,113,"010 Derryad, Co. Offaly",16.7,5.8,8.3,7.3,18.6,30.0,13.3,10.1,19.1,30427,45674,44782
37,213,"011 Doon, Co. Offaly",8,6.3,8.6,11.4,11.8,35.2,18.8,7.8,13.7,33567,35356,51414
14,135,"012 Dromoyle, Co. Offaly",19.1,9.4,11,2.1,9.4,27.9,21.2,6.5,18.5,26382,32973,44446
35,180,"013 Drumcullen, Co. Offaly",15.5,7.8,10.8,6.7,17.8,29.4,12.0,8,17.5,31738,42961,47404
11,66,"014 Eglish, Co. Offaly",11.1,5.8,10.4,13.3,17.9,26.8,14.6,16.1,10.7,..,..,39073
84,461,"015 Ferbane, Co. Offaly",3.8,4.4,9.7,8.5,21.6,29.8,22.2,10.8,15.2,27560,38201,43491
35,174,"016 Gallen, Co. Offaly",9.9,5.3,9.3,3.1,22.7,31.0,18.8,23.6,15.4,27210,31414,37669
26,149,"017 Hinds, Co. Offaly",5.3,6.2,9.7,8.2,19,22.8,28.8,4.5,15.5,29220,32754,51074
35,136,"018 Huntston, Co. Offaly",9.4,10.5,8.9,10.4,21,26.1,13.8,15.9,14.3,33819,39356,40577
29,168,"019 Kilcolman, Co. Offaly",13.9,7.7,12.7,7.8,9.8,32.0,16.0,15.2,15.9,28518,46618,46948
77,493,"020 Kilcormac, Co. Offaly",5.9,8.6,10.6,6.9,24.1,30.5,13.5,18.8,19.4,25364,37475,36365
15,119,"021 Killyon, Co. Offaly",21.8,1.8,5.7,13.3,15.5,25.3,16.5,5.7,15.9,31961,46048,52221
25,216,"022 Kinnitty, Co. Offaly",11,6.9,6.8,6.7,13.9,35.1,19.6,17.7,13.5,23036,34297,37119
18,88,"023 Knockbarron, Co. Offaly",15.3,3,9.3,11.2,10.3,37.9,13.0,18.8,12.5,30647,37551,47232
15,127,"024 Lea, Co. Offaly",12.1,3.2,5.2,9.5,21.6,31.5,16.8,17.1,22.2,28719,34762,43061
7,62,"025 Letter, Co. Offaly",10.2,4.6,14.1,7.9,11.1,41.7,10.4,7.8,17.6,..,..,43080
24,142,"026 Lumcloon, Co. Offaly",9.8,6.9,8.2,7,28.8,22.3,17.1,17.5,13.5,28748,36338,42123
37,227,"027 Lusmagh, Co. Offaly",9.4,7.7,9,5,13.1,36.9,18.9,10.2,15.5,28737,38410,47815
7,103,"028 Mounterin, Co. Offaly",11.7,0.5,10.6,8.9,18,34.1,16.3,4.9,15.9,34768,38969,58264
49,248,"029 Moyclare, Co. Offaly",5.9,7.4,10.2,6.5,30.8,20.9,18.4,6.8,17.1,30756,47500,46044
31,201,"030 Seirkieran, Co. Offaly",11.1,7.7,9.6,8.5,16.8,31.1,15.1,9.9,14.5,24604,37330,48105
23,101,"031 Shannonbridge, Co. Offaly",12.3,1.1,7.7,4.3,33.6,26.8,14.2,9.3,17.6,31512,37769,42101
18,141,"032 Shannonharbour, Co. Offaly",11.2,4.7,7.8,8.2,20.6,32.3,15.2,12.1,13.8,32045,33615,48376
41,218,"033 Srah, Co. Offaly",5.4,9.8,6.6,7.2,26.6,21.7,22.7,21.1,21.1,28893,29276,34908
88,468,"035 Ballyburly, Co. Offaly",4.8,7.1,14.3,8.7,19.7,23.6,21.8,17.5,13.8,25418,35471,41146
42,250,"036 Ballymacwilliam, Co. Offaly",6,10,8,9.1,19.5,27.9,19.5,13,12.5,31348,39549,51729
78,403,"037 Bracknagh, Co. Offaly",8.4,11.1,10.6,13.3,13.9,23.8,18.9,15.7,13.6,28144,40624,47474
42,290,"038 Clonbulloge, Co. Offaly",10.8,16.2,8.5,9,15.1,19.6,20.8,16.9,13.7,26652,39511,41195
24,168,"039 Clonmore, Co. Offaly",8.3,11.8,13,8.5,17.9,25.8,14.7,9.7,14.3,19123,38895,47591
23,230,"040 Croghan, Co. Offaly",10.1,8.9,7,8.3,24.8,25.3,15.6,9.6,15.1,30652,31189,54698
52,320,"041 Edenderry Rural, Co. Offaly",5.5,8.4,13.9,11.4,14.4,31.5,14.9,8.6,16.9,29497,41098,53928
363,"2,589","042 Edenderry Urban, Co. Offaly",2.6,9.7,12.7,6.6,27.4,19.5,21.5,21.9,10.7,22871,35261,39255
11,68,"044 Knockdrin, Co. Offaly",10,14.8,15.9,6.8,20.9,17.4,14.1,11.7,18.3,26270,35686,42113
56,336,"045 Monasteroris, Co. Offaly",7.5,5.9,10.3,13,19.7,24.8,18.9,7.8,15.9,25767,48774,52172
21,145,"046 Aghancon, Co. Offaly",19.7,6.1,9.2,8.8,14.9,27.1,14.3,9.1,25,24865,35239,36742
11,71,"047 Ballincor, Co. Offaly",12.5,9.2,9.8,11,14,27.6,15.9,1.7,17.2,21327,49275,47459
6,64,"048 Barna, Co. Offaly",28.6,2.5,8.3,7.7,15.8,22.5,14.6,15.5,15.5,..,..,46165
9,77,"049 Cangort, Co. Offaly",20.1,10.2,9,8.3,10.4,26.1,15.9,16.1,14.5,..,..,45843
34,287,"050 Cullenwaine, Co. Offaly",13,5.5,8.2,5.5,13.7,33.7,20.4,10,18.1,25170,45313,40064
28,141,"051 Dunkerrin, Co. Offaly",22.1,7.4,10.7,5.8,15.8,25.0,13.2,7.4,22.3,26758,35460,47247
34,222,"052 Ettagh, Co. Offaly",8.6,7.7,13.2,10.7,11.9,32.0,16.0,8.8,15.6,28812,37809,51168
17,115,"053 Gorteen, Co. Offaly",17.9,5.8,15,4.9,12.5,27.2,16.7,12.2,20.4,26364,46745,37704
19,232,"054 Mountheaton, Co. Offaly",12.7,4.5,8.8,5.6,17.3,32.9,18.2,12.7,16.9,27254,38581,45620
3,56,"055 Roscomroe, Co. Offaly",22.4,6.3,12.7,2.6,13.5,29.2,13.3,14.9,19.1,..,..,39479
49,331,"056 Shinrone, Co. Offaly",8.3,6.5,9.7,5.4,16.8,29.5,23.8,18,18.9,21371,36466,33421
10,96,"057 Templeharry, Co. Offaly",14.5,0.7,11.5,8.2,12.1,25.9,27.0,17.5,16.3,23031,34921,36171
5,41,"058 Tulla, Co. Offaly",14.6,13.1,9.5,3,13.1,27.4,19.4,5.6,19.4,..,..,48979
39,270,"059 Ballycommon, Co. Offaly",5.7,7.4,7.8,6.1,18.8,35.5,18.7,8.2,12.8,31811,35331,54260
26,157,"060 Ballyshear, Co. Offaly",8.7,8.5,10.1,13.1,16.2,23.2,20.2,8.7,15.7,27992,47905,55017
20,144,"061 Bawn, Co. Offaly",14.1,10.9,9.7,7.7,8.5,28.8,20.2,13.8,21.1,25954,33364,46819
93,638,"062 Cappancur, Co. Offaly",5.4,5.7,6.7,6.1,19.8,40.1,16.2,13.7,15,31733,44485,48396
153,"1,358","063 Clara, Co. Offaly",1.6,3.8,9.4,7.9,23.3,32.4,21.5,22.6,16.3,26964,40234,36885
40,220,"064 Clonygowan, Co. Offaly",6.8,8,9.8,12.6,12.7,28.1,22.1,13,17.3,29757,41984,43185
66,554,"065 Daingean, Co. Offaly",3.5,7.4,11.8,5.9,22.4,28.4,20.6,19.7,14.3,22894,34339,38209
24,103,"066 Derrycooley, Co. Offaly",7.8,6.8,9.1,8.8,20.8,26.4,20.3,15.3,16.5,23631,33694,45440
63,343,"067 Durrow, Co. Offaly",4.3,5.6,9.4,7.7,16.4,39.7,16.9,6.6,9.9,34179,44368,60828
88,669,"068 Geashill, Co. Offaly",5.5,5.6,8.3,7.5,21.1,33.7,18.2,11.9,13.6,29854,37738,45415
20,144,"069 Gorteen, Co. Offaly",8.8,3.9,5.5,11.2,15.2,39.2,16.3,13.8,12.8,34575,39266,55450
42,252,"070 Hammerlane, Co. Offaly",5.4,6.4,12.2,8.5,16.7,31.7,19.1,8.9,13.4,26776,44210,52592
20,151,"071 Kilclonfert, Co. Offaly",11.7,5.6,11.1,10.1,19.6,25.5,16.5,11.1,13.7,32422,39250,54500
46,245,"072 Kilcumreragh, Co. Offaly",10.6,9.5,8.6,5,11.5,33.4,21.3,6.3,18.2,30458,34855,51845
66,520,"073 Killeigh, Co. Offaly",5,6.6,9.9,5.8,20.4,36.5,15.8,9.2,14.8,31864,36823,50711
24,120,"074 Killooly, Co. Offaly",17.2,8,8.9,6.7,18.6,24.7,16.0,3.4,19.3,34273,39585,53342
55,318,"075 Killoughy, Co. Offaly",5.9,8.4,12.6,7.3,14.4,37.4,14.0,12.6,13.9,28757,31990,47544
11,94,"076 Mountbriscoe, Co. Offaly",9.4,8.2,9.9,7.4,23.7,24.0,17.4,9.5,14.9,27458,41630,48116
8,60,"077 O'Dempsey, Co. Offaly",12.1,4.6,19.8,6.5,14.2,26.3,16.5,10.2,16.3,29593,27589,44952
132,846,"078 Portarlington North, Co. Offaly",2.5,8.3,13,8.2,13.2,29.9,24.9,20.7,15.2,23301,37273,37869
43,288,"079 Rahan, Co. Offaly",6.3,9.2,7.4,10.8,15,34.9,16.4,11.6,16.3,29949,28530,49073
19,147,"080 Raheenakeeran, Co. Offaly",9.7,9.6,7.3,8,26.2,22.5,16.6,11.8,20.8,25901,35353,39295
27,168,"081 Rathfeston, Co. Offaly",7.2,6,10.3,7.2,26.5,22.7,20.0,11.8,17.4,25987,38746,45214
27,165,"082 Rathrobin, Co. Offaly",12.9,8.6,12.1,10.4,16.1,27.5,12.3,10,16.2,21640,39166,41230
84,565,"083 Screggan, Co. Offaly",2.5,6.9,8,9.1,15.1,42.1,16.4,10.2,12.4,31058,49075,51632
41,347,"084 Silverbrook, Co. Offaly",6.8,5.3,8.9,5.6,14.6,38.1,20.7,6.4,11,34245,43180,58750
25,116,"085 Tinamuck, Co. Offaly",8.8,5.2,14.4,8.7,12.1,33.6,17.3,8.9,15.6,31463,38876,52198
25,177,"086 Tinnycross, Co. Offaly",7.7,7.5,11.3,7,15.8,33.7,17.1,5,16.5,31648,39994,48672
212,"1,364","087 Tullamore Rural, Co. Offaly",2,4.5,9.9,7.1,17.9,41.6,16.9,11.2,6.8,29493,37500,48310
226,"1,639","001 Athlone East Urban, Co. Westmeath",0.9,1.9,8.7,16.4,9.9,23.4,38.9,20.6,14.1,25367,37309,34035
128,"1,207","002 Athlone West Urban, Co. Westmeath",0.9,3,11.8,14.9,9,26.8,33.6,25.5,16.2,24079,35940,29227
58,337,"004 Auburn, Co. Westmeath",5.2,5.9,6.3,15.2,14.7,33.3,19.5,6.1,12.3,34484,36969,56226
16,96,"005 Ballybroder, Co. Westmeath",13.4,11.5,15,9,8.5,20.6,22.1,4.2,13.9,23920,48900,48611
40,257,"006 Bellanalack, Co. Westmeath",7,8.1,9.3,10.5,10.6,36.7,17.8,8.7,12.8,29720,42888,49357
45,337,"007 Carn, Co. Westmeath",5.1,4.3,12,12.9,14,28.3,23.5,6.3,14.1,30000,44472,50296
38,313,"008 Castledaly, Co. Westmeath",6,8.9,8.1,6.8,12,33.7,24.5,10.7,14.6,30749,48437,49760
61,395,"009 Glassan, Co. Westmeath",3.3,3.9,9.9,8.7,12.5,39.3,22.3,5.8,10.9,37210,54831,63582
32,153,"010 Kilcumreragh, Co. Westmeath",9,15.9,11.7,10.7,13,27.2,12.5,7.3,16.3,28679,35040,52975
31,188,"011 Killinure, Co. Westmeath",6.2,6,8.9,9.4,13.4,32.2,23.8,9.5,10.3,34330,42954,58912
166,"1,268","012 Moate, Co. Westmeath",2.1,4.6,11.3,11,11.9,35.9,23.1,18.6,12.8,27791,42970,38758
46,284,"013 Mount Temple, Co. Westmeath",7.1,5.5,8.2,16.8,11.2,29.0,22.3,7.2,10.1,30956,52053,52512
12,69,"015 Muckanagh, Co. Westmeath",11.6,7.6,7.7,10.1,15.2,29.2,18.7,12.5,8.9,34129,32004,47847
34,293,"016 Tubbrit, Co. Westmeath",7.5,5,8.6,11,12,34.0,22.0,7.5,17.2,31229,41769,52552
12,129,"017 Umma, Co. Westmeath",11,10,9.6,9.4,12.7,25.7,21.5,5.4,18.3,30858,40212,54123
17,184,"018 Ardnagragh, Co. Westmeath",14.2,6.1,13.6,8.4,13.8,22.8,21.0,4.7,16.4,25948,34676,54302
27,288,"019 Ballymore, Co. Westmeath",6.8,7.1,13.5,8.5,9.2,32.3,22.5,18.1,15.4,28042,40842,39882
18,105,"020 Doonis, Co. Westmeath",11.6,6.8,12.6,6.3,11.3,36.4,15.1,7.1,17.6,31671,50728,43676
20,115,"021 Drumraney, Co. Westmeath",10.5,5.4,11.6,7.7,23.3,21.3,20.3,13.1,10.7,29132,40472,60210
28,173,"022 Noughaval, Co. Westmeath",9.9,6.8,8.5,8.7,13.1,33.2,19.8,8.3,13.2,33661,38946,56900
5,45,"023 Piercetown, Co. Westmeath",20.3,3.5,11.8,9,9.3,33.9,12.3,7.9,18.4,..,..,45356
8,80,"024 Templepatrick, Co. Westmeath",14.3,8.7,9.9,10.2,8.9,28.6,19.3,10,18.6,29313,44430,50694
9,55,"025 Winetown, Co. Westmeath",19.1,13.5,12.6,3.9,8.3,29.4,13.2,11.1,17.8,..,..,38002
12,47,"026 Boherquill, Co. Westmeath",9.2,10.6,11.7,3.4,24.9,24.1,16.2,18.9,18.9,24377,37667,35498
13,93,"027 Coole, Co. Westmeath",8.9,14.8,11.2,5.2,17.2,28.5,14.2,14,24.4,33415,34267,43903
27,125,"028 Coolure, Co. Westmeath",13.1,12.3,11.9,7.9,13.7,24.9,16.3,14,12.3,26277,35115,43089
17,102,"029 Finnea, Co. Westmeath",10.1,10.3,12.8,2.1,26.1,23.9,14.6,15.8,17.9,20485,37184,38168
12,74,"030 Glore, Co. Westmeath",14.6,15.3,14.8,8.5,15.8,24.5,6.4,9.4,12.5,22740,35847,48236
4,42,"031 Knockarrow, Co. Westmeath",22.9,..,14.1,10.4,8.3,24.8,19.3,15.9,22.7,..,..,44032
16,143,"032 Rathowen, Co. Westmeath",6.4,12.4,11.2,7.1,20.5,24.7,17.8,22.6,18.2,22441,31573,33213
10,87,"033 Street, Co. Westmeath",14.2,5.9,8.9,10.6,15.1,30.2,15.2,15.7,28.4,27109,37862,33970
13,69,"034 Ballinlough, Co. Westmeath",18.6,11.1,12.9,12.9,4.3,24.0,16.1,5.4,19.6,23447,40769,45576
14,118,"035 Ballyhealy, Co. Westmeath",11.3,4.9,17.9,6.7,14.8,25.7,18.7,16.8,8.9,22968,41156,41147
21,110,"036 Ballynaskeagh, Co. Westmeath",12,12.1,12.4,9.8,17.1,22.5,14.1,12.1,16.5,24339,43540,47008
21,101,"037 Bracklin, Co. Westmeath",9.5,12.2,6.8,9.6,12.3,32.7,16.8,9.1,13.6,31880,43501,55162
38,188,"038 Clonarney, Co. Westmeath",7.9,12.3,7.4,8.7,13.6,32.9,17.1,13.8,10.1,30839,37084,45891
49,189,"039 Collinstown, Co. Westmeath",7.1,7.7,10.9,12,22.5,28.1,11.6,21.5,14,29343,38280,33954
27,114,"040 Copperalley, Co. Westmeath",13.4,9.7,9.7,9.1,17.4,22.8,18.0,14,18,31835,41686,43027
56,373,"041 Delvin, Co. Westmeath",4.9,6.4,10.2,10.4,14.8,37.7,15.7,24.7,12.9,28037,39451,38021
16,92,"042 Faughalstown, Co. Westmeath",9.6,10.3,13.2,1.1,12.1,30.0,23.5,3.7,12.2,23111,31078,48089
36,162,"043 Fore East, Co. Westmeath",5.8,9.5,15.3,10.3,18.6,28.6,11.9,10.2,12.4,29414,36538,43325
31,165,"044 Fore West, Co. Westmeath",5.8,9.5,9.2,10.1,18.5,37.0,9.7,12.6,14.1,32050,46326,49408
15,112,"045 Hilltown, Co. Westmeath",17.4,4.6,10.9,10.8,21.4,17.5,17.4,8.2,17.3,31249,49636,44571
11,72,"046 Kilcumny, Co. Westmeath",12.7,8.4,7.2,8.9,20,28.9,13.8,17.5,18.8,28492,35880,36814
60,422,"047 Killua, Co. Westmeath",3.8,9.8,10.9,12.6,15.4,28.0,19.5,10.4,12.6,23314,39005,44551
31,178,"048 Killulagh, Co. Westmeath",11.3,10.7,10.9,9.6,9.8,32.5,15.3,11.5,10.3,31097,37639,48169
14,87,"049 Kilpatrick, Co. Westmeath",13.6,8.3,12.5,10.1,15.6,24.5,15.3,1.4,20.8,30981,41040,53499
72,461,"050 Kinturk, Co. Westmeath",4.8,7.9,7.6,7.2,19.4,33.7,19.4,19.9,16.3,26639,35089,34456
38,168,"051 Riverdale, Co. Westmeath",6,9.4,13.1,8.7,14.9,27.3,20.6,14.1,10.6,30635,45011,47906
21,131,"052 Rosmead, Co. Westmeath",10.2,11.8,11.8,7.7,15.2,24.6,18.7,16.5,11.7,29349,33550,45112
19,108,"053 Ardnaglew, Co. Westmeath",8.4,5.8,13.2,12.6,19.2,27.7,13.2,3.4,10.3,27635,46717,55733
59,278,"055 Ballykilmore, Co. Westmeath",4.6,8.7,10,9.6,18.8,28.4,20.0,15.1,13.9,26679,42711,43120
19,148,"056 Ballymorin, Co. Westmeath",10.2,3.3,11.6,8.5,9.7,40.3,16.4,7.7,13.5,31682,44708,49300
35,215,"057 Ballynagore, Co. Westmeath",9.5,9.1,7.8,12.1,12.6,33.5,15.4,10.3,15.2,30140,39821,51300
55,319,"058 Belvidere, Co. Westmeath",6,7.5,10.4,12.8,11.7,37.8,13.8,6.2,10.4,29717,42083,61262
36,158,"059 Carrick, Co. Westmeath",5.5,6.9,11.7,8.8,12.1,37.1,17.9,5.3,16.7,31709,47896,54699
61,389,"060 Castle, Co. Westmeath",2.7,4.7,13.1,9.9,14.8,41.0,13.9,7.9,8.8,38735,56117,60773
92,590,"061 Castlelost, Co. Westmeath",5.9,6.7,12.8,6.3,17.6,29.8,21.1,21.4,15.8,22074,37870,39646
49,291,"062 Castletown, Co. Westmeath",13.1,10.2,8.4,9.3,9.2,36.5,13.4,11.6,18.8,27856,39653,44558
27,146,"063 Churchtown, Co. Westmeath",8.9,15,8.3,4.7,10.7,40.8,11.6,7.8,10.8,33608,51586,51619
21,155,"064 Cloghan, Co. Westmeath",6.7,13.1,10.7,14.6,7.1,28.9,18.9,8.8,19.3,28625,44353,48007
35,238,"065 Clonfad, Co. Westmeath",4.9,7.5,14,8.5,17.1,27.0,20.9,13.1,17,26253,45714,40931
31,196,"066 Clonlost, Co. Westmeath",11.5,8.4,8.9,12.1,12.2,33.7,13.2,14.6,14.6,29235,40358,42212
19,117,"067 Derrymore, Co. Westmeath",10,11.7,10.2,5.3,15.2,26.3,21.3,5.4,14,34024,47653,52919
16,93,"068 Dysart, Co. Westmeath",10.1,10.5,5.6,10.2,14.8,29.3,19.5,3.7,24.7,23669,41889,42314
12,95,"069 Emper, Co. Westmeath",16.1,8.9,9.9,3.5,13.1,34.1,14.4,12.2,18.9,38797,36809,47891
32,172,"070 Enniscoffey, Co. Westmeath",6.6,6.4,12.9,9.2,13,37.6,14.2,11.5,14.4,32056,46148,50426
37,191,"071 Gaybrook, Co. Westmeath",4.9,8.3,9.8,14.2,13.7,28.4,20.7,4.7,10.2,29574,39560,60882
10,75,"072 Glenlough, Co. Westmeath",13.9,11.7,13.6,4.2,16.4,22.5,17.8,7.4,25,21485,39236,40188
13,105,"073 Greenpark, Co. Westmeath",11.9,9.7,11.5,11.3,11.3,29.6,14.7,7.8,16.7,28165,51571,40203
52,247,"074 Griffinstown, Co. Westmeath",11,7.9,9.7,9.7,18.8,26.8,16.0,6.3,8,28441,46036,60542
53,298,"075 Heathstown, Co. Westmeath",4.3,9.4,10.3,7.3,19.6,34.5,14.6,9.6,15.7,34187,45834,55652
41,234,"076 Hopestown, Co. Westmeath",5.8,12.2,13.8,11.5,7.4,34.1,15.2,7.4,11.4,33188,43999,62992
34,183,"077 Huntingdon, Co. Westmeath",9.5,9.7,14.3,8,13.4,29.9,15.0,15.8,10.1,28198,36677,46238
11,58,"078 Jamestown, Co. Westmeath",13.9,9.9,8.4,17.7,7.7,26.1,16.4,12.8,17,..,..,42316
96,656,"079 Kilbeggan, Co. Westmeath",4.2,6.4,8.2,8.3,24.4,28.1,20.3,17.8,14.3,26073,39773,34939
18,210,"080 Kilbixy, Co. Westmeath",9.8,9.4,10.2,8,9.7,37.6,15.2,22.2,16.2,25587,29430,35875
19,141,"081 Killare, Co. Westmeath",11.9,13.1,8.2,10.8,15.3,26.7,14.0,9.3,17.8,24771,41322,43594
118,702,"082 Killucan, Co. Westmeath",4.1,10.3,13.1,8.5,13.7,27.2,23.2,14.9,11.8,24102,42719,46655
147,"1,087","083 Kinnegad, Co. Westmeath",1.2,8.2,12.9,10.6,12.8,28.0,26.2,19.2,7.3,23236,37527,41711
35,250,"084 Knockdrin, Co. Westmeath",4.8,7.2,15.7,8.3,11.4,37.2,15.4,7,17.1,32269,41575,54832
14,73,"086 Lauree, Co. Westmeath",13.8,11.1,8.9,2.6,14.6,27.9,21.1,11.3,18.3,30577,50785,42133
33,153,"087 Middleton, Co. Westmeath",7.2,12,11.8,11.1,13.5,31.3,13.2,10.7,14.8,32838,43102,47639
20,103,"088 Milltown, Co. Westmeath",8,13.7,11.4,9.1,16.2,22.8,18.8,20.9,15.4,21720,45890,36830
20,103,"088 Milltown, Co. Kerry",5.5,6.6,9.9,6.1,17.6,30.6,23.8,13.7,11.6,26502,41074,43408
138,927,"088 Milltown, Co. Westmeath",8,13.7,11.4,9.1,16.2,22.8,18.8,20.9,15.4,21720,45890,36830
138,927,"088 Milltown, Co. Kerry",5.5,6.6,9.9,6.1,17.6,30.6,23.8,13.7,11.6,26502,41074,43408
596,"4,372","089 Mullingar Rural, Co. Westmeath",1,5.1,11.1,9.3,13.9,38.9,20.7,14.7,6.5,27732,42935,47538
252,"1,721","090 Mullingar North Urban, Co. Westmeath",1.4,5.5,11.8,8.1,14.9,34.3,24.0,33.1,12.5,22233,35243,30544
273,"1,820","091 Mullingar South Urban, Co. Westmeath",1.7,4.7,10.7,10.5,13.7,39.0,19.7,16.6,11.7,26859,44470,38518
38,259,"092 Multyfarnham, Co. Westmeath",9.6,3,9.8,10.2,15.6,35.1,16.6,9.8,15.6,25910,54903,48232
13,88,"093 Newtown, Co. Westmeath",12.6,9,13.7,4.6,8.9,31.9,19.3,7.9,14.5,29744,50469,48191
42,196,"094 Owel, Co. Westmeath",5.2,8.7,9,6.9,14.1,35.3,20.7,4.4,10.1,34579,43626,61970
13,138,"095 Portloman, Co. Westmeath",12.2,5,12.8,8.7,12.8,32.5,16.0,6.5,17.6,30251,31106,54357
22,201,"096 Raharney, Co. Westmeath",5.6,10.8,8.8,8.5,18.4,31.2,16.7,19.4,13.7,24924,41899,46698
24,127,"097 Rahugh, Co. Westmeath",15.2,8.7,7.5,6.6,21.4,27.8,12.8,8,20,26443,51440,47254
19,159,"098 Rathconrath, Co. Westmeath",9.9,6.3,11.1,5.4,8.3,36.2,22.8,6.5,11.4,26462,45424,49901
28,219,"099 Russellstown, Co. Westmeath",4.2,9.5,9.3,9.6,9.6,40.6,17.1,5.8,11.6,30651,42331,55212
14,99,"100 Skeagh, Co. Westmeath",9.7,12.1,8.8,9.3,7.7,39.2,13.2,9.1,17,..,..,43951
28,150,"101 Sonna, Co. Westmeath",9.9,11.1,12.8,6.1,10.7,35.0,14.3,16.5,10.1,26307,37086,46617
